number,opened_at,amount,state,short_description,ci,user,department,category,processed_date,source_id,type,location,processing_period
3d7b5b1c-f65f-4917-af2a-3a8dca35521f,2024-02-23 18:56:18,24298.3,Pending,Low night financial similar history nation why policy. Cloud,amount,marquezalexandra,Development,Travel,2024-07-12 02:51:06,0c96aecd-700c-404c-961a-e8c4bbc70a4b,Recurring,Asia,139
26fd1713-3823-439d-9dfd-f52db47695f2,2024-07-04 08:54:02,51626.700000000004,Declined,Foot accept population technology south. Equipment,certain,andersonclarence,Customer Support,Services,2024-05-20 20:02:43,48dc3a59-0160-4fbc-ba57-9722f5ac7207,One-time,Africa,-45
61093212-0761-4318-8165-8624ff24ba45,2024-03-20 15:15:35,20888.0,Processed,Green such assume daughter game professor establish.,board,jennifer14,IT,Travel,2024-07-04 06:36:25,0f2c381e-112a-4338-b327-f20e0410c576,One-time,South America,105
b1412184-be7b-402f-bc09-0e834970a20e,2024-07-04 23:51:51,26813.0,Pending,Radio the account another late pay right.,truth,marquezalexandra,IT,Services,2024-03-08 04:16:29,1ea7bd1b-2a79-4704-8b4e-7f5ea1827d03,One-time,South America,-119
b59bbc11-ea11-4f27-b42d-c7958aecb97d,2024-02-18 07:48:04,64420.0,Pending,Lot well side themselves hundred chance parent admit.,seat,riveraholly,Sales,Assets,2024-05-05 04:45:48,f48c92a9-8a33-4828-adb2-177d48c6692f,One-time,Asia,76
844dd703-00c7-4c43-b04f-1613d6a5eb9b,2024-02-10 09:50:09,14813.279999999999,Declined,Effect through least ahead. Travel Service Asset,certain,tmccoy,Development,Assets,2024-03-07 09:43:41,313d9af3-4f56-4ef9-825e-4c6ecca13d53,One-time,North America,25
a3b76299-2c53-40a2-9d80-a2f178b893b6,2024-08-31 21:25:50,25247.0,Pending,Opportunity join million boy newspaper.,record,gberry,HR,Miscellaneous,2024-07-04 07:07:45,bee57be9-0564-40a5-bb7d-01b17f3369bc,Recurring,South America,-59
85979773-5748-48e6-bff6-b88888e86dfd,2024-05-06 04:22:19,22553.0,Submitted,Forget card population memory who different.,truth,smithstephen,IT,Services,2024-10-19 00:07:46,8288a054-69fe-4b44-8f65-b251c9cd879e,Recurring,South America,165
a315f4d8-03ac-4e87-b882-73ba9a8c606e,2024-04-26 05:59:17,98189.0,Declined,Left lawyer main thousand later address.,material,orodriguez,Product Management,Miscellaneous,2024-08-08 15:37:17,58a65609-cea3-4d9e-a5a7-1c14421dad38,Recurring,South America,104
ffdb27dc-8bec-4628-9395-0762bd4e3a48,2024-02-29 10:44:02,62157.0,Submitted,Since teach country five.,among,gloria71,Sales,Services,2024-10-15 07:18:28,babad2ec-ebc2-4b2b-8b02-b7d393130685,One-time,North America,228
3dd63461-859e-4d27-b076-c95e1b172dac,2024-02-04 11:03:38,88589.0,Declined,Early respond do run ground around hold I.,fear,larsoncassandra,Customer Support,Services,2024-03-22 01:30:13,57fc271a-dabb-4e5b-8eea-ad4a3c688f3a,One-time,North America,46
57cb8dda-b664-4e7e-9432-1107b5f34251,2024-09-16 14:08:52,55838.0,Pending,Society drop big mission onto scene left defense.,material,jacksontodd,Customer Support,Miscellaneous,2024-04-20 22:24:07,c6002973-3263-4bfa-b322-322f8533e5c9,Recurring,North America,-149
cee7bd7c-70d4-49ae-968a-4f6472801001,2024-08-13 00:38:26,61925.0,Processed,Feeling including ever article.,board,david57,Product Management,Services,2024-10-04 16:05:57,cf805b82-743a-41b8-b6a2-c8c80cb74345,Recurring,Africa,52
fb613934-6733-4260-8786-80dca8f149af,2024-09-17 12:12:22,48049.5,Submitted,Television many fine want water bag fall. Travel,certain,oharrison,Finance,Miscellaneous,2024-08-16 15:58:29,051fdfc9-6a96-4c99-a60a-fb1113607450,Recurring,Asia,-32
94a0b695-f72c-40f9-aaf0-d56a3c3e5ba5,2024-07-18 03:14:41,35371.2,Submitted,Nearly compare task religious not discover service interesting. Service,material,orodriguez,Development,Assets,2024-10-06 04:05:03,7a3965fd-eef2-407b-8ff9-414f6824cfdd,Recurring,Africa,80
1c358fb3-dd02-4ef2-9acc-4f4150605301,2024-06-12 11:33:54,89878.5,Processed,They health address face enough. Travel,record,gloria71,Finance,Miscellaneous,2024-08-25 16:21:28,1b155b1d-2f32-41ff-9360-de02781a7f11,One-time,Europe,74
08b2fee1-e4f1-4984-8d0e-f3dda37c0bbc,2024-04-21 10:35:03,56584.0,Processed,Yet short travel.,task,jennifer24,Sales,Services,2024-07-23 00:06:55,0935cd6c-67b8-4e4c-b8cf-cf244184743d,Recurring,Asia,92
7ba20f45-435c-49eb-ad5c-9257e97038fd,2024-03-06 03:59:20,22075.0,Processed,Wife any other commercial.,history,jamesgarcia,HR,Assets,2024-05-21 19:44:09,32114c60-cd01-4f18-ba17-9a53b6e48f86,Recurring,South America,76
3fdaee56-0b2c-4638-a541-dd1bdef72a02,2024-05-14 01:36:38,142635.0,Submitted,Minute great play. Travel,certain,salasalexander,Customer Support,Travel,2024-06-21 14:18:42,21173672-3fe3-4204-856d-92ec10ad5980,One-time,North America,38
d07d8473-bf0c-46f2-a27a-6a911af2f1dc,2024-02-16 13:17:45,11554.0,Declined,Short specific enough understand adult ground.,history,robert95,HR,Services,2024-04-11 01:53:15,8de6d63f-9e89-4fd8-9e01-ac1516238a6d,One-time,North America,54
5f2d3094-e4ef-42f4-8d32-c81e246d4b41,2024-07-01 16:19:19,15207.4,Processed,Management effort adult imagine listen. Cloud,among,orodriguez,Development,Travel,2024-07-27 15:55:40,37125b06-5886-428a-a968-c545c60a2be0,Recurring,North America,25
c684b012-c69c-419f-902e-d924d14e1730,2024-10-18 17:12:50,80719.47,Submitted,Strong too feel his add identify might. Cloud Equipment,lay,andersonclarence,Finance,Services,2024-03-25 10:09:07,42df3c47-c316-41d6-b8f4-d704e9a6a79e,Recurring,Africa,-208
bc98c6d1-3523-48eb-b468-45eda3e5e7a8,2024-02-28 08:56:26,18208.0,Declined,Group matter discuss require.,history,jennifer14,IT,Services,2024-02-01 03:14:08,6dcf4257-a261-4023-88a5-4cb03703d73e,One-time,North America,-28
6313f029-31b2-4fa6-9a82-3999501132af,2024-03-02 10:28:25,98836.2,Declined,Effort impact president box. Service Equipment,certain,robert95,Customer Support,Assets,2024-02-16 00:22:20,24a09f73-4684-49eb-9849-2ab8fe9f1b85,Recurring,South America,-16
b813243f-aeb2-46c3-b25f-9260602cf1d6,2024-05-25 18:46:05,48001.005000000005,Pending,Become force another sea. Travel Cloud Equipment,contain,ifoster,HR,Services,2024-05-25 09:19:12,4e538261-10bf-4196-9a76-aa319a3a79ce,Recurring,Europe,-1
0d6f67ca-2787-4376-9cd7-4c7d155992bc,2024-06-12 06:56:24,19594.44,Pending,Beyond least fill. Service Equipment,among,lphillips,HR,Travel,2024-09-13 11:12:31,af379e0a-4433-4131-ba64-71d3d3396a76,Recurring,Africa,93
9ee14b0d-98fe-4992-9d25-7bd269febdca,2024-02-02 16:34:45,60142.8672,Declined,Event west thank picture. Service Cloud Asset Equipment,amount,lphillips,Finance,Services,2024-03-05 16:12:21,fe189431-f01c-4a77-916f-1d090e21f56a,Recurring,Africa,31
c2917aa9-8b19-4356-b8dd-5cca271c57e4,2024-05-08 16:52:54,17355.0,Submitted,Record industry serve even might employee.,task,martin69,HR,Services,2024-10-03 11:21:15,c20aca51-bdb0-4c04-b06e-cc4fc9245bd0,Recurring,North America,147
2be5aded-6b11-482f-98bb-d5bed5671446,2024-06-28 18:08:51,21997.0,Pending,Approach west situation special before environment road.,likely,flarsen,HR,Assets,2024-09-22 11:53:36,fc50691d-77ec-4fd2-a94f-099652cd95e5,One-time,South America,85
86659eed-1df0-48de-a7b3-edf7a62063d7,2024-10-29 15:49:26,24068.399999999998,Processed,Kid may describe drug save size lead. Service,task,jeanettelopez,IT,Travel,2024-10-29 17:55:45,3fb2010b-9029-4183-977a-9ae9d05eb51b,One-time,South America,0
bbc1f96f-3f23-45a1-b00d-fdc207113acb,2024-10-06 02:55:09,94587.0,Submitted,Amount medical explain ability modern camera win trip.,contain,larsoncassandra,Product Management,Assets,2024-10-09 14:38:10,a590ec40-eb83-4efc-ace6-be8476c98616,One-time,Africa,3
9ef651d3-7a71-4368-84e7-f6034cdb1ebc,2024-07-04 08:00:06,19129.68,Pending,Turn top light maybe firm. Asset Equipment,history,jesusnicholson,HR,Services,2024-05-04 03:08:56,26160c4c-fd61-479f-8e4b-2551d0abe9c5,One-time,Africa,-62
1e61bc85-d511-42ef-b7d0-1eb5a54263b2,2024-10-27 15:24:09,80646.0,Processed,Commercial concern bank citizen any. Service,year,jacksontodd,Sales,Assets,2024-10-29 03:06:15,05052773-3c00-43cf-bc55-daa1364fe4c5,One-time,Africa,1
3f0bb9c2-6913-40d9-92b9-cddecb44a602,2024-03-28 09:28:13,90002.64000000001,Declined,Assume task PM court start hard people. Service Cloud,contain,tmorgan,Customer Support,Assets,2024-05-13 05:45:22,a0ee11ee-0408-46ad-af3c-35e335cdbe1c,Recurring,Africa,45
bbfba3ce-5b3f-4b43-a5b9-525a0e7e1526,2024-07-28 04:43:48,28442.7,Declined,Recognize image machine personal. Cloud,amount,oharrison,HR,Miscellaneous,2024-04-11 01:13:22,11721a5a-7da9-45b7-867f-79089ac8e62d,One-time,South America,-109
c2e5c366-c19f-422f-bf09-ef318c41e9fe,2024-10-10 09:29:50,52015.5,Processed,Economic pass message artist note fall same. Travel,board,thomasparrish,Finance,Travel,2024-10-18 10:07:44,162c3ddb-d021-4eeb-9cd5-12abf6bc639a,Recurring,Africa,8
097bb041-d387-4aa8-9c16-ad9c91d12c81,2024-09-11 18:41:05,55647.0,Declined,Law local from forward.,among,oscarandrews,Product Management,Assets,2024-01-13 07:17:44,abd6c770-b43a-437d-b8e0-01a7aea80990,One-time,Asia,-243
afb41354-0bc4-4ccb-80c9-4af05dd4a3b0,2024-01-12 06:29:53,56894.4,Declined,Article hospital network. Asset Equipment,year,salasalexander,Customer Support,Travel,2024-04-14 08:26:07,5d6e46d2-0bb7-46da-b735-ccbfb7d74ba9,One-time,Asia,93
60147f2b-c862-42d6-8206-7549e51026e7,2024-04-13 22:52:31,28569.6,Processed,Owner cold drug from dog pick. Service,truth,jeanettelopez,Development,Services,2024-09-16 17:04:35,a41083df-ccda-44ee-8214-130814ff5113,One-time,Africa,155
f04c8173-83ca-4252-aab2-201c49f51bf9,2024-09-08 12:41:45,95941.2,Declined,See national across hard responsibility still. Service,fear,oharrison,Customer Support,Services,2024-10-08 03:24:11,f3c0dc50-4fc0-4116-8ee0-5558bb269105,One-time,Asia,29
3f4cdb23-1954-4e43-bd1b-c843bb578965,2024-08-07 16:09:34,20290.0,Pending,Rule down how agreement professor.,soon,dwaters,Development,Services,2024-01-11 13:21:43,06060a5c-ddf7-414f-b80b-a6de82a526b7,Recurring,Africa,-210
0b5db0a0-9e56-4a0f-b95a-3ed5b5a6ed4d,2024-04-07 17:16:22,10552.0,Processed,Join shake wind few open.,history,kennethbennett,IT,Travel,2024-06-13 20:12:18,43d4dac8-c322-4612-9599-aa08c8d415c8,One-time,Asia,67
57686ab9-b944-4fc5-a2f7-2207d6b47a90,2024-07-26 04:05:40,13340.880000000001,Submitted,High kitchen building be edge large wall. Asset Equipment,contain,larsoncassandra,HR,Assets,2024-04-26 08:25:39,07e0e561-e35a-42c5-9b7e-9d060b331a9d,Recurring,North America,-91
4d0c76aa-bdf4-400c-aa60-410839e8db60,2024-10-11 22:07:08,34626.0,Declined,Generation discuss candidate often. Travel,board,ifoster,Development,Assets,2024-08-08 11:16:22,22d8fd6c-67f9-4d50-b133-af2bd1e66d3d,One-time,Europe,-65
61fdce5a-7913-4aea-aaa2-efb4ab592fd5,2024-04-29 03:12:51,44197.920000000006,Pending,Baby character sing production door wear oil. Service Cloud Asset Equipment,material,igarcia,Sales,Services,2024-05-27 05:16:40,7e2fc299-459a-43cc-a886-a3a20f0a5866,Recurring,North America,28
b3d623fa-15d9-4e21-8887-84f7a7e78ccd,2024-04-09 17:39:10,59521.0,Submitted,For six have campaign.,task,david57,Finance,Services,2024-09-08 07:59:24,4c5e3145-2de1-422d-bb24-0963bb7d2ad3,Recurring,Africa,151
3d61955c-0d34-4222-b174-ce131f0ee6fe,2024-09-14 05:37:49,23181.0,Pending,Local policy this recent operation.,material,gloria71,Development,Travel,2024-07-11 18:28:44,395326c3-2a1d-471c-9f57-948a5d9d9329,Recurring,South America,-65
0208003d-4699-45b7-851c-41248043babd,2024-09-10 07:13:00,53848.0,Pending,Building board finish program wonder break hot. Asset,contain,wromero,Sales,Assets,2024-07-01 12:35:12,4b8f8a91-0b63-4f6a-af9f-4d47d8a64b64,One-time,Europe,-71
ffc28c94-9aac-4763-9389-fcd7cf7aad83,2024-06-02 17:34:16,24399.0,Declined,Feel opportunity interesting amount card. Equipment,amount,wromero,IT,Travel,2024-02-13 19:07:23,7d16dd1b-55e6-4fdd-911b-aa16a188b02f,One-time,Asia,-110
e03cffbf-cd48-4b39-9217-1293530a5ab5,2024-10-09 21:03:22,35880.0,Processed,Station market security ever. Asset,board,christopher10,Finance,Services,2024-10-12 09:46:14,b8fb1459-ac19-4f47-83ec-1356facc140d,One-time,Africa,2
52a84c78-32de-4e34-b056-d2a238aba9f6,2024-08-31 09:37:24,47745.9,Submitted,Break society population same. Equipment,seat,thomasparrish,Finance,Assets,2024-10-05 15:56:12,700ccdf9-f1d0-4d12-b353-e370fb263f99,Recurring,Africa,35
b35e219d-3d3e-4531-8156-8f15f8079691,2024-04-23 07:01:48,34309.6,Submitted,Tell its anything alone fast three pay full. Asset,contain,thomasparrish,Sales,Assets,2024-01-27 14:07:29,ef67e26d-ff6e-4ca1-9ada-0bcd4b1cb0cf,Recurring,South America,-87
be6e9f9b-eef4-4122-ab9b-03769a361073,2024-06-18 10:35:29,56648.28,Submitted,Spend news politics start. Service Cloud,board,ifoster,Sales,Assets,2024-10-17 17:16:08,f88096f8-446d-40cd-9ec9-43074d9788c7,One-time,Asia,121
dda57353-0fa0-4138-acc1-4e128bb8968a,2024-08-26 20:17:43,26052.3,Processed,Game should hard. Equipment,certain,dmckay,HR,Travel,2024-10-14 10:04:41,6c01eb1b-6a07-472c-b524-4435de8577c5,Recurring,Asia,48
9d871b56-d285-44f2-9220-0d728513c72a,2024-08-09 01:43:42,14119.92,Declined,Author ground but others bit wish ready. Service Equipment,likely,riveraholly,Development,Assets,2024-02-14 14:43:58,c420f33c-b32b-41ac-b82c-62936b959982,One-time,North America,-177
ba4608cc-2914-42b9-bcac-f485b7a52c0a,2024-02-06 10:44:35,85710.0,Declined,Recent opportunity magazine over cultural risk.,likely,jacksontodd,Product Management,Services,2024-05-22 10:49:59,6dc7d0cc-a3ae-4cc6-9dd1-89f744e2b22d,One-time,Asia,106
f1b7b701-4960-4d8c-b9b4-d54bd986972a,2024-04-13 08:05:13,33508.8,Pending,Campaign open see religious market piece. Service Cloud,heart,xsmith,HR,Assets,2024-10-20 16:23:55,c6e5266c-f2aa-4cb8-b111-323231124981,One-time,North America,190
3701b3cf-f605-485b-8ebe-67547ac855a0,2024-03-25 20:59:01,14310.691200000001,Submitted,Two yes size increase evidence own environmental. Service Cloud Asset Equipment,fear,wromero,IT,Assets,2024-06-25 08:05:58,7cfbc4a2-2dfa-4160-891e-9069b5dddf9f,One-time,North America,91
e491b205-df6f-4fda-8b1c-3a7426a27ac3,2024-04-06 15:24:14,12368.0,Submitted,Throw bit husband successful.,treat,martin69,IT,Services,2024-10-19 03:33:54,b0e581ec-a056-4e65-b7db-31c49465198e,One-time,Asia,195
d8f6cd5d-e8cc-4c46-88ee-47c561ec8a23,2024-05-21 18:44:30,80390.7,Declined,Television inside nothing note pass how. Cloud,year,lbrewer,Sales,Assets,2024-04-24 18:14:26,d65220ab-4553-422b-a422-3300756a483e,One-time,North America,-28
1af61781-5d91-4bdd-9573-93f833f1fe68,2024-06-16 13:21:16,19508.0,Declined,Long best weight southern look.,among,lphillips,IT,Services,2024-01-25 03:56:41,6a7f198e-4fa2-4ab9-9ec3-cf77985533d1,One-time,Europe,-144
827d8891-b7d9-4278-9d76-a73c68c355d9,2024-10-21 00:44:59,74211.8,Processed,Only position somebody mean similar size. Cloud,lay,solomonsydney,Customer Support,Services,2024-10-28 01:17:55,a1a627e6-e767-489b-b99b-be4ad465d407,Recurring,North America,7
d66c0722-02b5-4737-b5a2-97f93a6f42ac,2024-03-25 08:11:11,32557.005000000005,Processed,Maybe prove arrive step tonight. Travel Cloud Equipment,seat,jesusnicholson,Development,Travel,2024-03-29 05:36:14,b9095303-9663-46b6-8a69-d59f5444237d,One-time,Europe,3
d8b1302c-f1fe-41ce-9665-c88caf3bd43b,2024-05-09 16:54:59,81653.0,Submitted,Until life across on. Cloud,among,martin69,Finance,Assets,2024-09-04 13:38:41,a91fe609-4e3d-4367-adb8-83b0f4ba70ec,Recurring,Asia,117
5ce30937-c119-4bb0-bb26-d7bf12535c86,2024-06-29 13:25:01,21757.32,Declined,Expert growth space these. Service Cloud,record,jeanettelopez,Development,Services,2024-10-23 04:35:42,b31ab298-f819-4463-85ab-c4d1da4c6d3b,One-time,Europe,115
b3430925-c438-484f-8c27-d1e48f3b70d0,2024-01-18 11:36:19,81469.44,Pending,Send leave care his American action low. Service Cloud Asset,material,hthompson,Finance,Assets,2024-03-27 18:07:46,c978635e-7ecc-4b3e-9237-82ded8574dc5,Recurring,Asia,69
343012f4-df7e-4157-8bbb-0c42a2edc54b,2024-08-31 23:02:21,51103.2,Pending,Avoid material themselves weight commercial bed. Service,year,gloria71,Sales,Assets,2024-02-07 14:27:54,8647472c-9a10-4d6a-81f5-b6ca12bac2ab,One-time,Africa,-207
37927009-e5c4-4f6c-8657-e358ca5be9be,2024-10-28 03:58:34,19361.7,Declined,Share stay employee. Equipment,lay,andersonclarence,IT,Miscellaneous,2024-06-26 01:26:24,9ec8f9f6-69ac-441b-9847-52333b5a69fe,Recurring,North America,-125
a74c102c-90b5-4862-9685-da3582e7c412,2024-03-22 08:45:31,74785.0,Pending,Rich food institution very role we government.,treat,richard36,Product Management,Services,2024-05-10 11:26:20,0c427617-8079-4dda-a16b-f8421a258cfe,One-time,South America,49
6304d49d-dfb3-42a4-b2e7-0594255d12df,2024-03-22 19:21:45,88204.5,Submitted,Drive game reduce. Travel,record,dmckay,Sales,Services,2024-10-14 16:11:38,7be1d55c-7aee-40c7-8c7e-890ee2e824cf,One-time,Asia,205
ca1a03be-29df-4b8a-9f16-d5f0ec0ea36c,2024-03-14 17:29:39,67057.0,Submitted,True recently establish drug reflect who.,likely,kennethbennett,Finance,Services,2024-03-24 07:05:07,262d722e-fde3-446e-a879-90fedb2a70ed,One-time,Europe,9
9ca079d7-9379-4970-a6b2-a9ce6be4b05d,2024-01-05 12:11:10,8761.6,Declined,Power line history threat happen. Asset,lay,david57,Development,Assets,2024-01-13 06:24:51,a6ee8a35-6f9e-4cc4-bfcf-99b50ce5c507,One-time,Europe,7
aba8b55a-8484-48cf-927a-f6e407710d6c,2024-05-15 16:46:51,34977.6,Declined,Affect worry or already especially. Service,likely,ksutton,Development,Assets,2024-01-08 05:39:38,dcec816d-9a36-4026-9971-51b21cc66b7f,One-time,North America,-129
792f2a48-d390-4976-9dbd-8fe0cbc085c7,2024-07-22 09:31:44,83779.0,Declined,Themselves research listen shoulder plan according sister church.,board,lopezbrittany,Customer Support,Miscellaneous,2024-02-08 07:37:23,b27d11ca-1dce-440c-b7ca-9442f129e3cb,One-time,Africa,-166
dc2e1731-f9c9-4dd5-ab35-1a1c2a210ea9,2024-04-21 11:56:11,32292.0,Processed,Career perform nice agreement recent statement data. Cloud,board,kennethbennett,IT,Services,2024-07-30 15:03:53,51fc54a4-2d2c-455c-8d5c-ab502cd5373b,Recurring,Asia,100
3c4b3426-f8c7-41e5-96f4-29e7ccadccd7,2024-10-12 11:02:39,36685.0,Processed,Girl east evidence billion open.,among,larsoncassandra,Sales,Services,2024-10-23 10:36:26,54b2d265-9525-46c5-b85d-2e0f63bcb8d1,One-time,Europe,10
0067214a-aef9-49af-b7c1-4fda0ac6ffa7,2024-10-12 02:55:13,70417.0,Processed,Mean discover dark dinner least.,board,jacksontodd,Product Management,Assets,2024-10-14 08:00:26,929094df-da57-4d5d-9229-a38525dec7c0,Recurring,Asia,2
87b7e5b3-68bb-4407-b603-365111c3f1b5,2024-04-30 23:05:32,57752.4,Submitted,Anyone push risk everything. Service,treat,martin69,Finance,Services,2024-01-31 19:42:49,95e7fe09-396d-468a-82d8-fb98b0548561,Recurring,Africa,-91
ad1a01ff-0ac5-4355-80bb-3e449456a880,2024-02-24 19:49:03,51340.799999999996,Declined,Light already scene bring call food. Service,material,jennifer14,Sales,Travel,2024-02-22 19:59:50,7ccee515-a7d6-4a35-9523-ef11e07dd196,One-time,South America,-2
f52c29b5-0e54-4b30-a706-0b7ecd390075,2024-07-12 14:18:29,90560.6,Declined,Beyond act big imagine score. Cloud,amount,jennifer14,Finance,Assets,2024-07-08 04:24:22,ff426ac8-e4d9-40f5-95c0-b3176fa82e4b,One-time,North America,-5
4b748396-ee42-4c8b-86d4-efe385a70370,2024-03-02 23:13:16,42091.0,Submitted,Must kitchen test value soon.,truth,jennifer24,Sales,Services,2024-02-05 09:09:58,138a37ea-a68c-4731-bdb6-61bd870193cf,One-time,Asia,-27
d43f3227-c83b-4be9-abdb-5607cb9e1f0d,2024-08-03 01:16:33,96409.0,Declined,At hour guy for wall.,board,marquezalexandra,Product Management,Assets,2024-09-11 11:23:16,3c471b14-7788-4623-b605-f0c8ea36607c,Recurring,Africa,39
b8b2c2ea-e1ee-4452-8cb8-0e9dd4e8ed9c,2024-02-04 19:05:46,94245.0,Declined,Commercial sing central budget machine.,among,robert95,Product Management,Services,2024-04-26 09:13:01,37bdea7e-ef18-4a28-a771-9c15db6e83e3,One-time,Asia,81
cae655ea-596b-4589-9cd4-8456c7aafa2f,2024-04-16 01:43:28,51305.0,Processed,Play own many call who source spring.,among,thomasparrish,Sales,Services,2024-05-10 07:08:05,2cb62686-c44f-45d2-8154-faeed3ce772e,Recurring,Africa,24
5e15602b-4ef9-4ccb-b4ff-48e8823d059f,2024-08-05 13:52:40,22734.0,Declined,Recently financial they behavior million their. Equipment,treat,mstark,Development,Assets,2024-01-23 03:48:37,d3167376-c391-49c6-b8a5-a1bc4e0c4efa,Recurring,North America,-196
c241109e-2168-482f-bae7-ef4598433bab,2024-09-14 11:59:28,16693.2,Submitted,Serious name professor practice president rise person. Service,lay,oscarandrews,IT,Services,2024-02-14 20:27:05,3c5650d4-11d0-49a3-aa5c-9cfbc04556dd,Recurring,South America,-213
62237d5a-4858-4be1-a911-8cafe2895a15,2024-04-21 18:16:28,71490.90000000001,Pending,Determine poor maybe class seven including recently. Cloud,read,davisamanda,Finance,Assets,2024-01-23 21:29:15,b1b1f464-6491-45b3-91b8-3aa3854d18fc,One-time,Europe,-89
d28d0c12-be05-418b-a62c-7362e2e2db76,2024-08-08 18:37:42,29476.8,Submitted,Air cause five music wish race. Equipment,likely,hthompson,Sales,Assets,2024-08-28 20:07:53,5de7f99c-d9dc-47b1-b457-42fd557fbfc3,Recurring,Europe,20
419b7f1b-d091-4205-b309-968a0a0566ba,2024-09-18 23:36:35,19571.0,Submitted,Show cell prevent likely realize item movie.,truth,kennethbennett,Development,Miscellaneous,2024-06-30 02:05:35,a53d1e8c-ac73-42f2-9e66-37f01e00cd0a,Recurring,South America,-81
2112a0cb-ae36-4046-97a7-a9dc7ea19f0f,2024-06-03 19:13:32,121384.97999999998,Declined,Process kitchen citizen as different eye. Travel Service Equipment,home,gloria71,Customer Support,Services,2024-02-07 12:43:06,7b597ba8-8b97-4b57-8d0e-a517e4e8e1aa,Recurring,Africa,-118
2f1b8aab-afa1-4684-a329-6f792e744598,2024-01-05 03:25:48,99988.2,Pending,Improve individual sing past without around care. Travel Service,task,dmckay,Sales,Assets,2024-01-09 03:57:47,a44def02-222a-44bb-ab76-9e96e07a5adf,Recurring,Africa,4
c64351a8-da3d-41ec-b5ba-691d2de5c8a9,2024-08-26 17:38:49,28505.0,Submitted,Face certainly party politics give.,record,gloria71,Development,Assets,2024-05-20 20:12:21,e2c0dfeb-0e68-4d2c-9cd9-c7e6973da18e,Recurring,Europe,-98
8aa17399-97d9-4299-a704-bdccfb6b0cc9,2024-04-23 10:38:11,90036.7,Processed,Argue discussion director why career administration life. Cloud,history,hthompson,Customer Support,Miscellaneous,2024-05-14 20:35:27,22a4376b-cd72-41be-bd2e-b2ada74d39f9,One-time,North America,21
0222e46b-cabb-47a1-b6bb-473e40de6004,2024-07-12 03:52:02,23209.600000000002,Submitted,Smile window stock. Asset,certain,xsmith,HR,Assets,2024-08-25 20:34:09,0c7ab695-1e87-4486-b6a7-5c2167ffc4d0,One-time,Africa,44
e616e203-5344-411f-b150-6a8ae612ce8b,2024-04-01 02:01:30,63583.200000000004,Processed,Son everyone less author student. Travel Asset,history,larsoncassandra,Finance,Services,2024-07-20 13:16:53,b19ff0e1-b77c-4161-a6d0-7c383f499b95,One-time,Africa,110
8779604e-5f60-4e3c-8adc-cd9444c55f92,2024-05-17 09:51:41,31513.5,Processed,Along car suddenly whom. Equipment,amount,gloria71,Sales,Services,2024-06-09 00:35:05,5971faca-af32-45d2-8ac2-672584506a09,One-time,Europe,22
4a6fd6ed-054c-4c4e-be86-917bd54ee4c8,2024-06-28 12:24:00,36182.64000000001,Declined,Field about yeah fine its feeling vote. Cloud Asset,home,christopher10,Sales,Assets,2024-05-15 18:09:19,fc3cb357-0f10-4d17-9899-fd1aa6657d58,One-time,Europe,-44
aba4a8a1-6e3e-45cd-b0a7-92fdfaa68b64,2024-04-04 18:13:09,46674.0,Declined,Whether institution child that management candidate. Travel Service,record,tmccoy,Development,Services,2024-02-29 03:57:39,c5a70352-19b9-4883-bcb8-30e08aae03ea,Recurring,South America,-36
f7def1a8-9b63-4e20-9d67-6076a8e0f77d,2024-09-27 12:54:10,19043.0,Processed,Of region media sit book much art.,seat,robyn92,HR,Services,2024-10-21 19:40:56,800b0606-95a1-4628-9b06-1460327b3410,Recurring,Asia,24
33b7b3dc-200f-4d79-83a0-4201a88930d0,2024-10-09 15:26:16,97041.0,Submitted,Into section pass meeting civil. Travel,likely,gberry,Product Management,Services,2024-06-27 15:50:11,9945a6f1-83df-4269-9c6c-3e5642d03d38,One-time,Asia,-104
ccc6d400-6709-477b-995c-50d5713add1a,2024-05-12 06:38:32,24485.76,Submitted,Ahead someone consider will. Travel Service Asset,truth,jennifer14,Development,Services,2024-01-22 13:43:07,0b09a3ea-3139-4d54-8c06-ee83f04f0423,Recurring,Asia,-111
8637d180-fc2d-480f-8930-5b3d94739811,2024-09-12 20:34:09,95586.66,Processed,Church enjoy could give area expert. Cloud Equipment,certain,jacksontodd,Customer Support,Assets,2024-10-14 23:15:00,5620db1a-0641-4afd-ba1a-8c7c4c734002,One-time,Africa,32
82d947d1-0a92-488c-9574-68b5c07b1086,2024-03-23 06:16:10,72513.0,Submitted,Ok term west customer half win station.,history,jamesgarcia,Product Management,Assets,2024-08-17 01:55:30,4e6f0f99-0e5b-4326-8804-68b6838589de,One-time,Europe,146
e5bdce0f-2a08-47ed-b7b1-75c4c5281db8,2024-05-30 18:02:18,37816.200000000004,Declined,Trouble already administration land its. Travel Equipment,likely,gloria71,IT,Services,2024-02-07 22:18:13,ce37932c-80ba-44ca-92c0-5b476d6d33a0,Recurring,Asia,-113
90a086f2-a2a3-45ef-9726-926a70567154,2024-06-21 19:13:34,76908.15000000001,Pending,Result value card put interesting ready. Travel Equipment,board,oscarandrews,Product Management,Services,2024-06-14 17:07:22,7af4a404-2a72-4581-8a5a-4e645cbf80d7,Recurring,South America,-8
