number,opened_at,state,short_description,ci,department,category,processed_date,source_id,type,location,processing_period
dda57353-0fa0-4138-acc1-4e128bb8968a,2024-08-26 20:17:43,Processed,Game should hard. Equipment,certain,HR,Travel,2024-10-14 10:04:41,6c01eb1b-6a07-472c-b524-4435de8577c5,Recurring,Asia,48
f1b7b701-4960-4d8c-b9b4-d54bd986972a,2024-04-13 08:05:13,Pending,Campaign open see religious market piece. Service Cloud,heart,HR,Assets,2024-10-20 16:23:55,c6e5266c-f2aa-4cb8-b111-323231124981,One-time,North America,190
3701b3cf-f605-485b-8ebe-67547ac855a0,2024-03-25 20:59:01,Submitted,Two yes size increase evidence own environmental. Service Cloud Asset Equipment,fear,IT,Assets,2024-06-25 08:05:58,7cfbc4a2-2dfa-4160-891e-9069b5dddf9f,One-time,North America,91
e491b205-df6f-4fda-8b1c-3a7426a27ac3,2024-04-06 15:24:14,Submitted,Throw bit husband successful.,treat,IT,Services,2024-10-19 03:33:54,b0e581ec-a056-4e65-b7db-31c49465198e,One-time,Asia,195
827d8891-b7d9-4278-9d76-a73c68c355d9,2024-10-21 00:44:59,Processed,Only position somebody mean similar size. Cloud,lay,Customer Support,Services,2024-10-28 01:17:55,a1a627e6-e767-489b-b99b-be4ad465d407,Recurring,North America,7
d66c0722-02b5-4737-b5a2-97f93a6f42ac,2024-03-25 08:11:11,Processed,Maybe prove arrive step tonight. Travel Cloud Equipment,seat,Development,Travel,2024-03-29 05:36:14,b9095303-9663-46b6-8a69-d59f5444237d,One-time,Europe,3
d8b1302c-f1fe-41ce-9665-c88caf3bd43b,2024-05-09 16:54:59,Submitted,Until life across on. Cloud,among,Finance,Assets,2024-09-04 13:38:41,a91fe609-4e3d-4367-adb8-83b0f4ba70ec,Recurring,Asia,117
b3430925-c438-484f-8c27-d1e48f3b70d0,2024-01-18 11:36:19,Pending,Send leave care his American action low. Service Cloud Asset,material,Finance,Assets,2024-03-27 18:07:46,c978635e-7ecc-4b3e-9237-82ded8574dc5,Recurring,Asia,69
343012f4-df7e-4157-8bbb-0c42a2edc54b,2024-08-31 23:02:21,Pending,Avoid material themselves weight commercial bed. Service,year,Sales,Assets,2024-02-07 14:27:54,8647472c-9a10-4d6a-81f5-b6ca12bac2ab,One-time,Africa,-207
a74c102c-90b5-4862-9685-da3582e7c412,2024-03-22 08:45:31,Pending,Rich food institution very role we government.,treat,Product Management,Services,2024-05-10 11:26:20,0c427617-8079-4dda-a16b-f8421a258cfe,One-time,South America,49
6304d49d-dfb3-42a4-b2e7-0594255d12df,2024-03-22 19:21:45,Submitted,Drive game reduce. Travel,record,Sales,Services,2024-10-14 16:11:38,7be1d55c-7aee-40c7-8c7e-890ee2e824cf,One-time,Asia,205
ca1a03be-29df-4b8a-9f16-d5f0ec0ea36c,2024-03-14 17:29:39,Submitted,True recently establish drug reflect who.,likely,Finance,Services,2024-03-24 07:05:07,262d722e-fde3-446e-a879-90fedb2a70ed,One-time,Europe,9
dc2e1731-f9c9-4dd5-ab35-1a1c2a210ea9,2024-04-21 11:56:11,Processed,Career perform nice agreement recent statement data. Cloud,board,IT,Services,2024-07-30 15:03:53,51fc54a4-2d2c-455c-8d5c-ab502cd5373b,Recurring,Asia,100
3c4b3426-f8c7-41e5-96f4-29e7ccadccd7,2024-10-12 11:02:39,Processed,Girl east evidence billion open.,among,Sales,Services,2024-10-23 10:36:26,54b2d265-9525-46c5-b85d-2e0f63bcb8d1,One-time,Europe,10
0067214a-aef9-49af-b7c1-4fda0ac6ffa7,2024-10-12 02:55:13,Processed,Mean discover dark dinner least.,board,Product Management,Assets,2024-10-14 08:00:26,929094df-da57-4d5d-9229-a38525dec7c0,Recurring,Asia,2
87b7e5b3-68bb-4407-b603-365111c3f1b5,2024-04-30 23:05:32,Submitted,Anyone push risk everything. Service,treat,Finance,Services,2024-01-31 19:42:49,95e7fe09-396d-468a-82d8-fb98b0548561,Recurring,Africa,-91
4b748396-ee42-4c8b-86d4-efe385a70370,2024-03-02 23:13:16,Submitted,Must kitchen test value soon.,truth,Sales,Services,2024-02-05 09:09:58,138a37ea-a68c-4731-bdb6-61bd870193cf,One-time,Asia,-27
cae655ea-596b-4589-9cd4-8456c7aafa2f,2024-04-16 01:43:28,Processed,Play own many call who source spring.,among,Sales,Services,2024-05-10 07:08:05,2cb62686-c44f-45d2-8154-faeed3ce772e,Recurring,Africa,24
c241109e-2168-482f-bae7-ef4598433bab,2024-09-14 11:59:28,Submitted,Serious name professor practice president rise person. Service,lay,IT,Services,2024-02-14 20:27:05,3c5650d4-11d0-49a3-aa5c-9cfbc04556dd,Recurring,South America,-213
62237d5a-4858-4be1-a911-8cafe2895a15,2024-04-21 18:16:28,Pending,Determine poor maybe class seven including recently. Cloud,read,Finance,Assets,2024-01-23 21:29:15,b1b1f464-6491-45b3-91b8-3aa3854d18fc,One-time,Europe,-89
d28d0c12-be05-418b-a62c-7362e2e2db76,2024-08-08 18:37:42,Submitted,Air cause five music wish race. Equipment,likely,Sales,Assets,2024-08-28 20:07:53,5de7f99c-d9dc-47b1-b457-42fd557fbfc3,Recurring,Europe,20
419b7f1b-d091-4205-b309-968a0a0566ba,2024-09-18 23:36:35,Submitted,Show cell prevent likely realize item movie.,truth,Development,Miscellaneous,2024-06-30 02:05:35,a53d1e8c-ac73-42f2-9e66-37f01e00cd0a,Recurring,South America,-81
2f1b8aab-afa1-4684-a329-6f792e744598,2024-01-05 03:25:48,Pending,Improve individual sing past without around care. Travel Service,task,Sales,Assets,2024-01-09 03:57:47,a44def02-222a-44bb-ab76-9e96e07a5adf,Recurring,Africa,4
c64351a8-da3d-41ec-b5ba-691d2de5c8a9,2024-08-26 17:38:49,Submitted,Face certainly party politics give.,record,Development,Assets,2024-05-20 20:12:21,e2c0dfeb-0e68-4d2c-9cd9-c7e6973da18e,Recurring,Europe,-98
8aa17399-97d9-4299-a704-bdccfb6b0cc9,2024-04-23 10:38:11,Processed,Argue discussion director why career administration life. Cloud,history,Customer Support,Miscellaneous,2024-05-14 20:35:27,22a4376b-cd72-41be-bd2e-b2ada74d39f9,One-time,North America,21
0222e46b-cabb-47a1-b6bb-473e40de6004,2024-07-12 03:52:02,Submitted,Smile window stock. Asset,certain,HR,Assets,2024-08-25 20:34:09,0c7ab695-1e87-4486-b6a7-5c2167ffc4d0,One-time,Africa,44
e616e203-5344-411f-b150-6a8ae612ce8b,2024-04-01 02:01:30,Processed,Son everyone less author student. Travel Asset,history,Finance,Services,2024-07-20 13:16:53,b19ff0e1-b77c-4161-a6d0-7c383f499b95,One-time,Africa,110
8779604e-5f60-4e3c-8adc-cd9444c55f92,2024-05-17 09:51:41,Processed,Along car suddenly whom. Equipment,amount,Sales,Services,2024-06-09 00:35:05,5971faca-af32-45d2-8ac2-672584506a09,One-time,Europe,22
f7def1a8-9b63-4e20-9d67-6076a8e0f77d,2024-09-27 12:54:10,Processed,Of region media sit book much art.,seat,HR,Services,2024-10-21 19:40:56,800b0606-95a1-4628-9b06-1460327b3410,Recurring,Asia,24
33b7b3dc-200f-4d79-83a0-4201a88930d0,2024-10-09 15:26:16,Submitted,Into section pass meeting civil. Travel,likely,Product Management,Services,2024-06-27 15:50:11,9945a6f1-83df-4269-9c6c-3e5642d03d38,One-time,Asia,-104
ccc6d400-6709-477b-995c-50d5713add1a,2024-05-12 06:38:32,Submitted,Ahead someone consider will. Travel Service Asset,truth,Development,Services,2024-01-22 13:43:07,0b09a3ea-3139-4d54-8c06-ee83f04f0423,Recurring,Asia,-111
8637d180-fc2d-480f-8930-5b3d94739811,2024-09-12 20:34:09,Processed,Church enjoy could give area expert. Cloud Equipment,certain,Customer Support,Assets,2024-10-14 23:15:00,5620db1a-0641-4afd-ba1a-8c7c4c734002,One-time,Africa,32
82d947d1-0a92-488c-9574-68b5c07b1086,2024-03-23 06:16:10,Submitted,Ok term west customer half win station.,history,Product Management,Assets,2024-08-17 01:55:30,4e6f0f99-0e5b-4326-8804-68b6838589de,One-time,Europe,146
90a086f2-a2a3-45ef-9726-926a70567154,2024-06-21 19:13:34,Pending,Result value card put interesting ready. Travel Equipment,board,Product Management,Services,2024-06-14 17:07:22,7af4a404-2a72-4581-8a5a-4e645cbf80d7,Recurring,South America,-8
acecd3e6-783c-46bb-aedc-c7b357f8f31d,2024-04-15 06:24:49,Submitted,Nation foot claim improve a send. Travel,likely,IT,Miscellaneous,2024-06-18 09:09:50,d69d5220-a0d2-43ca-8d4d-8c3ef1784939,One-time,South America,64
635333c3-b85d-463c-b2a5-62c12bdc1f70,2024-08-16 17:08:09,Pending,Now still serious television. Asset,lay,Product Management,Services,2024-02-02 19:34:48,fb018ac7-1807-4131-ac83-53aaa4b34247,Recurring,Asia,-196
95975cdc-fced-4115-adc4-f5df342363a0,2024-09-07 22:05:54,Processed,Range election his financial.,treat,Development,Assets,2024-10-05 16:07:54,e1b608e1-fae2-456c-990b-47aba4219e90,Recurring,North America,27
6860b07a-8c11-4a9e-92fb-08c22d29e696,2024-03-02 05:04:06,Pending,Food mouth player public. Service Asset,material,Sales,Services,2024-01-27 12:48:39,3e6cfe51-b994-4915-8431-e2efaeed5788,One-time,North America,-35
0bacec53-6985-4a1f-9727-4a7f5119b848,2024-10-29 19:49:23,Processed,Author traditional not term less effect. Asset,heart,Development,Travel,2024-10-29 21:07:52,b8adf2e2-ad44-4603-a902-7d0aa779ed1b,Recurring,South America,0
422bdd56-fd33-4c01-b0b1-de54cd5cacf1,2024-07-10 10:08:18,Pending,Stage stand treat help table rich mission federal.,treat,Sales,Services,2024-09-11 15:10:58,4cac5c77-4f1e-400b-ba1d-4edd7e37f8b1,Recurring,Europe,63
9fe52f1d-9196-4452-9a77-a7be273e452c,2024-06-25 00:34:53,Pending,Brother parent draw natural behind.,task,Customer Support,Travel,2024-06-13 13:43:04,28b85eb0-1631-4e25-aea9-223bdcd7eb77,One-time,Europe,-12
f199254b-cf0f-4ac0-b6c6-da3fc2cc95fa,2024-06-14 12:17:54,Submitted,Teach with turn. Travel,soon,IT,Assets,2024-09-09 21:52:18,6f444322-1501-4c95-bccf-e9780a918dfd,Recurring,North America,87
98b9683e-4d35-4f59-82da-d2868c637fd4,2024-04-13 00:14:51,Pending,Poor many blood popular whole.,seat,IT,Services,2024-04-27 15:57:13,1124c846-68f9-4958-b321-f0cd47c0819e,Recurring,Asia,14
39d98710-5126-4996-bf34-bd0242f79913,2024-07-02 09:10:45,Submitted,Money visit who government executive foot.,lay,IT,Services,2024-01-22 12:52:24,58c14e14-d43b-4a50-9c4d-6c8f20c91a34,One-time,Europe,-162
91081cea-43c8-4025-a9b0-ab0f10b9ca0e,2024-06-04 14:00:31,Pending,Investment series foot health nice garden form. Service,record,IT,Miscellaneous,2024-07-30 03:53:23,ebd52ab3-33ed-4c2a-97e6-e79d1272a219,Recurring,Asia,55
830b4e93-07d9-4cf6-b701-07cb6f55b23d,2024-05-09 15:20:15,Pending,Group only her pretty. Equipment,treat,Customer Support,Assets,2024-07-28 16:45:20,f7637fe0-2162-43d8-8232-ae934b6b0b8f,One-time,Africa,80
2f354b1c-71a0-4221-bffc-541ece075744,2024-06-02 15:25:12,Submitted,Morning approach child carry. Travel,seat,Sales,Services,2024-01-30 05:28:01,a2168f61-25be-4be3-9d9b-31c778500c48,One-time,Asia,-125
8245a1bf-e569-4b8f-85e9-2fc90d58b0e5,2024-01-31 12:38:53,Processed,Some positive size around action chair. Service,lay,Sales,Miscellaneous,2024-06-18 12:31:03,2c5664e9-c701-4846-b052-b068885bbb70,One-time,Africa,138
a925667c-b4d2-43cb-ae06-963d534bc4b0,2024-03-31 08:30:30,Pending,Station quality speech door note thing. Travel Service,amount,Product Management,Assets,2024-07-04 01:23:34,f9afdfa3-afc8-44c2-8328-242eaf038a95,Recurring,North America,94
5a6dbdb2-2cbe-49d9-b909-70cc303244a6,2024-10-10 17:19:37,Processed,Be assume letter care citizen car give. Travel,home,Customer Support,Travel,2024-10-22 21:56:33,8015bed8-846e-42c5-82b2-e43cb4ab1826,Recurring,North America,12
053062fb-c1f8-414a-9c19-f374c0247a41,2024-07-22 04:42:43,Processed,Different animal sell answer head actually. Cloud Equipment,amount,Customer Support,Services,2024-07-23 07:22:53,83bccf0e-c4aa-4702-8c29-d0547d914510,One-time,North America,1
9fff1788-ae2c-41de-80ab-3c1229607858,2024-07-24 10:05:41,Submitted,Under until network brother itself.,material,Sales,Services,2024-04-28 17:39:01,0e0864c8-cd83-49b7-ad17-49feeff70f9b,One-time,North America,-87
b912867a-9d32-4811-9516-e84a5d414053,2024-02-22 06:20:57,Processed,Throw raise whole child major whose go.,contain,IT,Services,2024-03-31 12:35:56,6851b802-b305-4861-b730-8bdc5b4c8439,Recurring,North America,38
e030d0e3-825c-46ae-b954-6bc8e22ebf83,2024-08-05 09:32:55,Processed,Area organization fly message home. Equipment,contain,Product Management,Services,2024-09-29 16:26:19,c0397a2d-eee5-4286-9567-49daebe41180,Recurring,Africa,55
f5dc2114-7746-4f02-8a7f-8852245439ed,2024-05-08 05:58:04,Submitted,Into before positive month painting. Travel Service Cloud Asset Equipment,among,HR,Travel,2024-06-18 23:53:58,cf4b4e3f-a959-4619-ac70-3b13b35fab6c,Recurring,Europe,41
cfcff0e1-1658-4d32-bd3d-1f89540eca3c,2024-01-06 12:53:48,Submitted,Personal toward kid ever become he choice. Travel Asset,treat,Product Management,Assets,2024-02-09 05:04:25,698ac47a-c16c-4407-83cd-d74f55c3e0fa,Recurring,North America,33
9fc4eb60-beb6-4463-96e6-96d386ff799b,2024-02-24 00:11:59,Processed,Environment choose speech. Travel Equipment,certain,Product Management,Assets,2024-06-27 02:42:04,eeac9343-7bed-47ec-a97a-35a2dc52eb9e,One-time,South America,124
7cd4b2ca-4fdc-4546-9371-e7870e1a7f20,2024-07-03 22:53:45,Submitted,Small write sport.,certain,IT,Assets,2024-09-28 01:22:55,adbef01a-b84f-4384-9ef7-f9c65597e936,One-time,Europe,86
9abcb569-b55d-47d3-9279-ba186f361885,2024-04-09 23:28:06,Processed,New detail away reason. Cloud Asset,task,Sales,Assets,2024-06-17 08:54:11,136d2f9a-8934-4fa2-8bc6-d5c16fc15308,One-time,Europe,68
ef942133-c564-4109-ad08-db4ffc36ed51,2024-06-14 12:44:07,Submitted,Family laugh letter doctor suddenly care decade. Travel Cloud,lay,HR,Services,2024-03-06 12:55:01,2cf47d18-2bcd-4f86-97f0-654bb9459275,Recurring,Europe,-100
1b2e46ee-842a-42cc-9999-5bce163acc16,2024-02-07 02:08:38,Submitted,Day exactly can color. Service Cloud,record,Sales,Services,2024-04-22 06:09:54,56cf5a51-7175-4171-98a1-e8fac7228819,Recurring,Asia,75
320c3320-d472-4cc8-8fca-ebc5a91cbe51,2024-10-18 00:33:26,Pending,Response office house deal spend whatever animal.,board,Development,Assets,2024-03-15 19:37:10,dc237a1d-b587-46af-ac40-4d89087d924c,Recurring,Europe,-217
f5b70588-37d0-491c-85bd-223bddadbe2b,2024-08-13 04:52:24,Processed,Popular success matter establish. Equipment,fear,IT,Services,2024-08-28 11:35:21,dca3ca79-9c3b-40f3-91ba-c387dbeb0770,One-time,Europe,15
14329776-de2d-4559-bbbb-64a91590d541,2024-06-09 22:49:27,Submitted,Several foreign author. Travel Cloud,home,Sales,Assets,2024-05-04 23:02:25,940c869d-9703-4ef2-95f6-60feb7c21be6,Recurring,Asia,-36
ba032504-3196-47c7-9a60-9a94603487d2,2024-06-13 17:08:37,Pending,Compare partner especially give least life.,among,HR,Services,2024-02-10 16:30:06,4879ee72-0240-44e3-9da7-868e22d828fe,Recurring,Africa,-125
5e57b0a8-eab4-482e-9510-0d87410a061b,2024-08-09 13:10:37,Processed,Natural leader source manage letter. Asset Equipment,board,Finance,Assets,2024-10-18 20:28:20,8a8fb6fd-7efd-4b70-8da8-8d3143fbf1e8,Recurring,North America,70
86b1f685-32fb-4cad-8bb1-a2e08cf666d2,2024-05-22 00:56:52,Submitted,Quality page must race share much. Service,likely,Development,Services,2024-05-03 07:05:59,f80db90d-4a60-45a3-bcb0-4794bf9c7a13,Recurring,South America,-19
7ab1b98a-e7b8-4087-ae59-941736255cb4,2024-07-03 05:30:13,Processed,Person true example involve.,among,Product Management,Services,2024-10-10 08:12:36,ca4944ea-f577-459d-8594-99dee8b89c4a,Recurring,Asia,99
0cfaf9dc-c551-4c3e-81a3-e73e4b855818,2024-08-19 14:23:32,Processed,Mention view create get involve country. Travel Cloud,year,Finance,Travel,2024-09-23 23:28:30,e74da2d8-e321-4504-92e6-46bf900164f9,One-time,North America,35
cc493046-8e4e-49f4-84da-e8a2e4027a7a,2024-06-16 15:51:51,Submitted,Last her land trouble there eat. Service Equipment,board,HR,Services,2024-02-19 10:45:48,8b2a50d3-5204-4a83-83f3-c2270fad3edd,Recurring,Europe,-119
fc60646a-79e6-4489-bdfd-88c22e1450ec,2024-04-19 12:45:38,Processed,Whom resource feel doctor certainly argue feel. Asset,among,IT,Services,2024-09-12 01:06:58,d7c7a6a0-4890-441a-afe4-af24fe10eeb9,One-time,Africa,145
2eca8f51-db4d-460a-90b8-a314ce73ed5f,2024-06-23 21:03:39,Processed,For baby executive career civil level. Asset,soon,Sales,Assets,2024-10-29 03:55:57,4d15808a-e894-4471-a492-4c5df004ce24,Recurring,South America,127
4a38abf6-492a-4626-bda5-b10dbfbfb0e0,2024-02-15 21:30:03,Submitted,Suffer station history who smile area name. Travel,fear,Development,Services,2024-08-28 01:30:14,11132a43-dd0e-4432-a030-1c581bcd9fe3,Recurring,Europe,194
1292c17c-0fd9-4232-bc29-66ba9b50a3bc,2024-05-30 11:32:39,Submitted,Modern my travel ability. Travel,soon,HR,Assets,2024-01-16 12:13:16,20d158c0-5fe2-4a23-8986-35d55a181bb7,One-time,North America,-135
b3e57768-691a-4d14-bf78-00a0cee0935f,2024-09-12 01:21:41,Processed,Sport lot single. Travel,heart,IT,Travel,2024-09-30 01:19:27,b2b100a9-0b23-452c-8020-30beaf87765e,Recurring,Europe,17
54634440-5527-4b3f-82dd-5457adadd89b,2024-02-26 13:52:14,Pending,Decade matter best. Travel,read,Finance,Services,2024-08-03 12:25:46,eb482cf3-3c9d-4b1d-a6fa-d8b650d41c2c,One-time,Africa,158
9a2dcd49-40a4-4aef-9895-236fe999a541,2024-03-31 15:37:34,Pending,Talk pull central everyone including.,seat,Finance,Travel,2024-10-24 07:39:14,5d2e538c-557b-4343-a52e-e918dc901f48,One-time,South America,206
ef39ab74-3a7e-492c-885f-55060e6c6965,2024-08-05 16:05:37,Pending,Real face half. Travel Service,among,Product Management,Travel,2024-07-24 08:33:42,9bd8866b-ba1c-4e0b-be0d-c2570f97c6f4,Recurring,Europe,-13
54cc3e3f-139d-4d95-9f07-ae68d2fba11d,2024-04-12 14:32:49,Pending,Police guy third whole.,fear,Finance,Services,2024-07-10 01:08:59,c24ba0f7-c50e-49e6-9e38-634276e0368b,One-time,Europe,88
8b6ee350-49f4-4513-8db2-4eed9864bdb9,2024-02-17 13:22:50,Pending,Somebody learn wife husband. Asset,fear,HR,Services,2024-02-09 18:08:50,596f5226-bcb8-4ced-8de5-3fa6b62256f1,One-time,Africa,-8
2231cd21-de13-4b8c-afbc-0952b9b7069d,2024-09-26 18:57:02,Submitted,Tv simple mention smile serious door. Travel Asset,truth,IT,Travel,2024-08-06 14:41:05,dcc97893-0311-44cc-b8ba-5ec68490152d,Recurring,Europe,-52
83bcefe0-4ebf-41a6-b267-1491b12ee92c,2024-03-16 06:48:11,Submitted,Memory finally drive music alone.,certain,Product Management,Assets,2024-05-03 22:26:57,f187fe98-4c6a-4024-8601-4be6baea072a,One-time,Africa,48
5178c18a-3a55-4b81-a147-8f9fb27fb7eb,2024-05-12 07:53:13,Processed,Item personal ball win start get. Service,fear,IT,Services,2024-05-27 13:18:35,89087d46-08b5-4f9b-834d-bf1021b605b4,Recurring,Asia,15
7b2f240c-7972-41fe-9284-ded1b621bf33,2024-07-24 10:47:53,Processed,Direction plan again base artist before mission. Cloud,task,HR,Assets,2024-09-17 09:44:32,186a0a76-af10-4155-9f5e-3f391f726560,Recurring,Europe,54
efea94ec-6297-45b5-b242-8c5272f8db11,2024-07-30 03:24:57,Processed,Adult bank fire station.,board,HR,Miscellaneous,2024-08-18 02:32:40,81972481-d331-4dd7-a669-d20d7452dc2e,Recurring,Europe,18
4c9ca745-f972-4597-987c-f6c0c6873584,2024-07-18 04:27:38,Submitted,System produce response cell decide. Service Equipment,seat,IT,Travel,2024-08-22 11:05:57,3d6833f9-58ca-4c84-8a8c-5f1767e2c770,One-time,Asia,35
a9f79c72-af70-424f-b3ab-340421ab7d60,2024-07-19 03:36:59,Submitted,Century above bag.,certain,Product Management,Services,2024-10-20 22:33:03,db791d31-7eb8-4a89-b37a-ad842867219b,One-time,Europe,93
0df404af-131a-4c37-9edb-93f6030f4411,2024-06-26 09:21:02,Processed,Local keep least up so reality need including. Travel,board,Sales,Services,2024-07-29 03:15:29,d02dd1eb-e745-4da2-b8c6-57174248011b,One-time,Asia,32
5ab4ac15-9d91-443f-ba2b-e4af86f5410e,2024-08-13 02:56:00,Processed,Close want each threat opportunity.,soon,Development,Travel,2024-08-26 20:14:42,542f8046-db1e-4f31-964f-db8906b1fbee,One-time,North America,13
e3bb72ee-126f-496b-b3e4-5db903536d0c,2024-09-15 23:36:41,Pending,Cover do east wide must section lot. Asset Equipment,certain,IT,Services,2024-06-03 01:30:20,64905c00-81c6-48a2-a16f-90620030c56d,Recurring,Asia,-105
204d8d45-c6ae-45ea-87d4-ebf203cbe38d,2024-03-20 18:54:21,Submitted,Admit certain various rise nation.,history,Product Management,Assets,2024-08-15 17:38:05,fde21d54-effa-404a-8e1e-da01b845776b,Recurring,Asia,147
46d3ad35-0b80-4369-bc2b-7817428cb187,2024-04-20 23:58:57,Processed,Late force performance similar short. Travel Service,among,HR,Services,2024-08-31 11:29:11,8ea02950-f3be-4bad-ad28-f28d3370bf10,Recurring,South America,132
297b4739-83bf-49d9-a1ca-d93c41eef21e,2024-05-20 15:27:32,Pending,Success order down practice culture to. Equipment,year,HR,Miscellaneous,2024-09-29 21:26:04,63b29b39-afdb-4bd6-97c0-632de89ebe11,One-time,North America,132
62f823b2-8594-4860-b5b8-6c2dce0194eb,2024-09-25 11:35:15,Submitted,Dark full training either time quality.,board,Finance,Assets,2024-02-23 01:34:30,b561efe3-d353-4e28-80b5-bb9d16ee8281,Recurring,North America,-216
36c8ea4e-6034-4536-b42e-08b4add36bc5,2024-06-26 14:28:34,Processed,Value usually recently which investment. Travel Equipment,read,Product Management,Assets,2024-09-16 18:37:47,1f455dd4-08f9-42dd-8b46-a0d24347a075,Recurring,Africa,82
47700468-996e-4cb2-ae5b-99d3e65dd576,2024-10-08 23:23:12,Pending,Talk themselves human base site end their war. Service Asset,certain,Development,Services,2024-06-18 03:50:43,eb475d75-e89f-4728-a45d-02d0e1e8c6e8,Recurring,Africa,-113
dbca06ef-5802-4f72-ab26-c6fca8f82839,2024-02-20 09:19:01,Processed,Without kid team wide serious large firm card.,among,Sales,Assets,2024-10-28 16:05:26,1963feae-7545-487d-a3a9-7ed2e1399a44,One-time,South America,251
f032fd24-ff9f-4c46-923e-41654f96563c,2024-08-26 05:28:38,Pending,Start manager star skin research.,likely,Product Management,Assets,2024-06-11 05:08:33,e7bd8f3b-cf6d-4f45-b960-1ad2d71ecf31,One-time,Europe,-77
67dad328-c068-4d04-a439-704b1156f65b,2024-10-08 04:24:02,Submitted,Check so low term cut law hold. Service,certain,IT,Miscellaneous,2024-03-02 03:03:15,7f44c451-f8dd-47c9-90dc-e2d16e06fa09,Recurring,North America,-221
a39fcef6-1831-4561-93a6-63831094dab2,2024-04-28 05:50:35,Processed,Board firm instead relationship. Asset,history,HR,Services,2024-09-10 10:25:45,ec5d8b05-e6a4-44f1-be76-5794c912e838,One-time,South America,135
2d8fbd3a-f832-4f14-8f73-74a9a1191725,2024-08-14 18:51:27,Processed,Live decide significant but subject focus state.,board,HR,Miscellaneous,2024-09-30 11:54:33,298dfac6-b124-4c84-9b01-227b488c234c,Recurring,Europe,46
dafd96f1-843f-48b4-8aeb-83f2e0feb8e6,2024-01-10 21:45:18,Processed,Technology report newspaper you.,lay,IT,Services,2024-06-30 05:04:36,702531ca-1bb2-4910-9378-dec1f68e21ef,One-time,South America,171
40b08b67-c8ee-4b02-91f8-d8b434c5b21a,2024-05-16 18:19:29,Processed,Health half service government player north body. Asset,amount,Customer Support,Assets,2024-07-18 23:24:19,57611c24-1168-434b-b5d0-4ac247de71bd,One-time,Asia,63
58b0b869-c3f7-45c7-9be3-15e15fcfd230,2024-07-04 13:17:58,Submitted,Kind Mrs imagine sing simple one.,truth,Development,Travel,2024-07-06 09:00:31,0e28a115-cc56-4992-a3ed-00e68059354c,One-time,Europe,1
1047f64f-ff31-45e8-b094-9fd8511bbdc1,2024-03-31 12:37:20,Processed,Style skin through one yeah range.,treat,Finance,Services,2024-06-12 10:27:04,35b7da7f-ff78-4196-b8b6-a8f6aafc1f51,One-time,South America,72
2ff21c96-f415-4b57-af86-b6c6694767fb,2024-01-06 11:54:03,Pending,Security might amount soldier trip customer.,board,IT,Services,2024-04-08 11:39:12,317e33b4-ac7a-4513-8d1c-65a920263831,One-time,Africa,92
9ead7e89-82f9-4c76-a259-9280cb37d3d6,2024-10-03 18:53:39,Submitted,Mother white represent receive with job response.,material,Sales,Services,2024-10-04 23:27:24,7d03e993-4def-4a23-847a-86106034dc14,One-time,South America,1
58e45a08-a9b0-447a-a81a-b65ac0735f12,2024-07-25 01:27:33,Pending,Door item image down require sport. Service,read,Development,Services,2024-02-11 21:51:34,1077b5ac-e91e-450c-b7cf-af7f174ce473,Recurring,Asia,-165
de8dbadc-c637-45f7-aa94-a03aadce58cc,2024-01-29 16:09:28,Pending,Not enough machine race boy issue last guy. Travel Asset,board,Finance,Travel,2024-06-04 23:24:06,f4073a3a-b5f3-41c3-8a8f-b65387773b94,One-time,Africa,127
429856ad-c902-4259-a59e-2c805f25080a,2024-01-02 17:48:53,Processed,Firm single nation truth. Cloud,year,Development,Travel,2024-09-26 14:33:00,315021af-af88-48e3-a998-92a1a915b735,One-time,Africa,267
628041bc-dfc3-4de6-9f98-b505a6ccd353,2024-06-02 20:05:52,Submitted,Store most return require. Travel,amount,Development,Services,2024-08-16 13:13:53,6f8a0600-ed94-451d-ba0b-f6035311509a,Recurring,South America,74
83f83855-e882-48e0-97bf-d387279e6a7f,2024-09-27 07:23:49,Processed,Director key or determine. Travel,likely,HR,Services,2024-10-20 19:44:52,a683bb19-b8a2-4811-b2cd-a3a0db607fba,Recurring,North America,23
cc91ef08-e221-4c34-8fc2-97ba9dbb32f8,2024-01-07 03:33:42,Pending,Reality site oil friend. Service Asset,home,Finance,Travel,2024-04-13 09:22:46,51b1e48e-aeba-4abd-a15a-009f65e9a9f0,Recurring,North America,97
f9b14a75-22aa-48cd-9206-9510e598e74c,2024-07-15 12:38:13,Processed,Measure coach far matter decide. Travel Service Cloud,fear,Product Management,Travel,2024-08-06 15:04:07,4c65b3e6-03a8-4d88-b715-0354cf64fb94,One-time,Asia,22
28ef3c07-98a4-44fd-982e-bb10d294deee,2024-08-20 03:42:21,Processed,Especially eight big know us difference class.,record,Product Management,Services,2024-09-29 12:05:03,20001bba-8964-4c7e-960e-e3cf7b8f7c56,Recurring,Europe,40
e2a9853d-6095-4411-8dcc-5bab2f247e32,2024-08-31 04:35:28,Processed,Power baby picture cup environment. Service,history,IT,Services,2024-10-12 05:25:16,c9dbee3f-a088-4ca2-b7f3-9df991bfcbd6,One-time,North America,42
