source_id,number,amount,category,state,processed_date,type,opened_at,short_description,ci
BHW-05686803,EXP00000187,1335,Assets,Processed,2023-04-13 12:43:09.920892763,,2023-04-09 17:25:00,Generated asset for office equipment,Dell OptiPlex 7080 Desktop
KEC-88373224,EXP00000188,4443,Assets,Processed,2023-04-11 23:41:36.691653184,,2023-03-27 01:00:00,Company-issued hardware asset,Dell Latitude E5470
,EXP00000189,5712,Travel,Processed,2023-10-19 08:51:00.000000000,,2023-10-18 08:51:00,Automatically generated expense line for creation of travel asset,Travel Equipment 20
,EXP00000190,3680,Travel,Processed,2024-03-20 20:11:00.000000000,,2024-03-19 20:11:00,Travel equipment asset,Travel Kit Pro
YOA-45855028,EXP00000191,7027,Assets,Processed,2023-07-21 19:15:43.817323356,,2023-07-18 05:48:00,Asset creation for server equipment,Dell PowerEdge Server
ITR-70457825,EXP00000192,7059,Assets,Processed,2023-12-15 14:47:00.000000000,,2023-12-14 14:47:00,Asset registration for new hardware,Dell Latitude 7400
YXI-32101783,EXP00000193,3843,Assets,Submitted,,,2024-01-28 20:07:00,Generated asset entry for new office hardware,Dell Optiplex 7080 Desktop
,EXP00000194,5865,Travel,Processed,2024-05-06 21:14:52.219157052,,2024-04-19 21:25:00,Travel equipment asset creation,Business Class Flight Ticket
QQI-34376183,EXP00000195,2237,Assets,Submitted,,,2023-07-01 13:18:00,Asset generated for new hardware equipment,Dell Latitude 5510
EJU-15414343,EXP00000196,5341,Assets,Declined,,,2023-07-29 07:31:00,Newly purchased asset added to inventory,Dell Latitude 7490
IOF-30191137,EXP00000197,201,Services,Declined,,,2023-12-21 03:48:00,Automatically generated expense line for creation of Service hardware,Service Equipment-12A
LQD-26308461,EXP00000198,5631,Assets,Processed,2024-05-17 08:03:35.630078534,,2024-04-25 23:15:00,Procured new hardware asset,Dell OptiPlex 7080 Desktop
,EXP00000199,623,Miscellaneous,Processed,2023-04-04 13:24:27.004725827,,2023-04-03 01:03:00,Accounting for acquisition of miscellaneous hardware item,GPS device Garmin 441S
,EXP00000200,6683,Travel,Declined,,,2023-08-18 03:53:00,Auto-generated asset for business travel,Dell Latitude 7490
,EXP00000201,7135,Travel,Processed,2023-10-17 03:30:24.548798936,,2023-10-03 07:03:00,Travel expense incurred for purchasing new hardware,Samsonite Laptop Briefcase
MMY-14460765,EXP00000202,1390,Assets,Processed,2023-08-24 14:12:43.919788899,,2023-08-22 18:07:00,Purchase of new IT hardware,Dell Latitude 5411
,EXP00000203,7490,Travel,Declined,,,2024-01-31 15:04:00,Automatically generated travel equipment asset,Travel Briefcase
IAP-03611307,EXP00000204,1018,Services,Pending,,,2023-10-10 08:30:00,Automatically generated service asset ,Amazon Web Services
LHD-42389542,EXP00000205,7578,Assets,Processed,2024-03-17 21:18:24.724749388,,2024-03-05 19:48:00,New registration of Dell Latitude 7490,Dell Latitude 7490 Asset
,EXP00000206,2795,Miscellaneous,Processed,2023-03-12 22:15:00.000000000,,2023-03-11 22:15:00,Miscellaneous asset addition to the inventory,DesignJet T520
MKZ-27753506,EXP00000207,1866,Services,Processed,2023-02-17 10:33:48.997355424,,2023-02-12 09:32:00,Automatically generated expense line for creation of Services asset,Cloud Infrastructure
DWS-52086417,EXP00000208,4849,Assets,Processed,2023-10-17 21:32:02.492379916,,2023-10-08 14:54:00,Monitor Dell 24 inches - Office Asset,Dell OptiPlex 3060
WWB-20125792,EXP00000209,5671,Assets,Declined,,,2023-07-27 18:29:00,Automatically generated asset creation for hardware item,Dell Latitude 7410
KHY-47199393,EXP00000210,6057,Assets,Processed,2023-06-14 20:51:17.390122242,,2023-06-13 02:11:00,Acquisition of new workstation hardware,Dell Precision 3541
,EXP00000211,1515,Miscellaneous,Processed,2024-01-01 23:39:41.727142247,,2023-12-25 09:48:00,Automatically generated Miscellaneous asset line,Generator 5000
CIB-89681719,EXP00000212,771,Assets,Processed,2023-09-04 14:07:01.538775860,,2023-08-24 19:52:00,Asset Registration for Dell Precision T3620,Dell Precision T3620
QAT-10599614,EXP00000213,831,Services,Processed,2023-05-03 13:39:00.000000000,,2023-05-02 13:39:00,New IT services asset registered,Azure Cloud Service
OLQ-48924230,EXP00000214,4553,Assets,Processed,2024-04-06 09:33:44.638152024,,2024-03-31 13:20:00,Asset registration for new server,Dell PowerEdge R740
OTX-63218852,EXP00000215,5326,Assets,Processed,2023-06-13 16:22:48.753474785,,2023-06-07 06:16:00,Dell Precision Workstation T1650 Renewal,Dell Precision Workstation T1650
JAP-04544895,EXP00000216,6326,Assets,Declined,,,2023-09-25 05:10:00,Dell Optiplex 3070 - Desktop Computer,Asset #C12345
,EXP00000217,5985,Travel,Processed,2023-11-30 02:42:00.000000000,,2023-11-29 02:42:00,Automatically generated expense for creation of travel equipment asset,Travel Suitcase Model-X
FDY-52895979,EXP00000218,1915,Services,Processed,2023-11-25 10:38:39.827411384,,2023-11-23 01:28:00,Automatically generated service asset,Microsoft Office 365 Subscription
XNT-21671939,EXP00000219,5097,Assets,Declined,,,2023-02-07 17:50:00,Automated registering of new hardware asset,Dell Latitude 3410
EKU-37799916,EXP00000220,7608,Assets,Processed,2023-05-11 02:19:35.923880657,,2023-04-30 07:31:00,Asset registration for new hardware equipment,Dell XPS 13
SFD-35845143,EXP00000221,1272,Assets,Processed,2023-07-14 14:30:29.777375259,,2023-07-05 03:56:00,Automated record for new asset,Dell Inspiron 15
CTA-79869539,EXP00000222,756,Services,Processed,2023-07-15 10:30:30.778685042,,2023-07-04 22:49:00,Automatically generated expense line for creation of Services asset,Microsoft Azure Service
IIM-19433429,EXP00000223,181,Services,Declined,,,2023-04-28 08:37:00,Creation of Services related asset,Oracle Database Service
NWY-34171525,EXP00000224,5529,Assets,Pending,,,2023-12-07 01:54:00,Automated entry for new hardware asset acquisition,Dell XPS 17
,EXP00000225,3913,Miscellaneous,Submitted,,,2023-06-10 16:30:00,Automatically generated expense line for creation of Miscellaneous asset,Miscellaneous Device
EAP-01293546,EXP00000226,2067,Assets,Processed,2024-02-25 08:14:01.095248567,,2024-02-17 17:28:00,Automated data for asset creation,Dell Latitude 7280
,EXP00000227,4281,Travel,Processed,2023-12-11 10:05:24.096799625,,2023-12-04 18:09:00,Travel related asset registration,Laptop Dell Latitude 7400
QTM-89456074,EXP00000228,1754,Services,Declined,,,2023-07-27 12:32:00,Asset creation for Web Hosting Services,Web Services Node 221
,EXP00000229,5666,Travel,Processed,2023-11-07 05:16:07.153627870,,2023-10-25 20:22:00,Travel related hardware asset,Lenovo ThinkPad X1
,EXP00000230,6231,Travel,Processed,2023-09-09 17:00:30.276258716,,2023-09-02 07:37:00,Automatically generated travel asset,Business Class Airline Ticket
AGK-61214990,EXP00000231,3339,Assets,Processed,2023-08-09 06:45:37.363922464,,2023-08-07 14:01:00,Newly added asset to inventory,Lenovo ThinkPad E14
WOB-51320923,EXP00000232,5631,Assets,Processed,2023-10-31 16:21:00.000000000,,2023-10-30 16:21:00,IT Asset: Dell Workstation,Dell OptiPlex 5080 Micro
,EXP00000233,567,Miscellaneous,Submitted,,,2023-09-18 17:03:00,Automatically generated line for miscellaneous hardware asset,Cisco 350 Series Managed Switch
LEQ-14655313,EXP00000234,7209,Assets,Processed,2023-05-01 04:19:59.301510519,,2023-04-30 02:08:00,Lenovo ThinkPad T480s - Added as new asset,ThinkPad T480s
JIR-41658676,EXP00000235,5867,Assets,Processed,2023-10-09 11:40:47.572002251,,2023-09-25 08:35:00,Automatically generated line for addition of new hardware asset,Dell Latitude 9410 Laptop
OQI-02894339,EXP00000236,1343,Services,Processed,2024-03-31 08:19:00.000000000,,2024-03-30 08:19:00,Provisioning Service for New Asset,Cloud Service Asset
,EXP00000237,4140,Travel,Declined,,,2023-05-02 12:15:00,Travel asset - corporate car,Ford Mondeo Fleet Car
FMW-43934645,EXP00000238,471,Services,Processed,2023-07-10 18:01:51.397166910,,2023-06-22 05:20:00,Automatically generated expense line for creation of Service,Cloud Computing Service
,EXP00000239,2566,Miscellaneous,Processed,2023-02-10 21:32:01.091657666,,2023-02-08 07:38:00,Miscellaneous asset for operational use,Miscellaneous Hardware Asset 456
,EXP00000240,1211,Miscellaneous,Processed,2023-04-16 10:31:00.000000000,,2023-04-15 10:31:00,Miscellaneous hardware asset,Dell Optiplex 780
UBM-10425734,EXP00000241,7282,Assets,Processed,2024-01-14 13:02:26.698973104,,2023-12-23 16:53:00,Assets management for office equipment,Dell Latitude 7480 Laptop
STN-65903732,EXP00000242,350,Services,Processed,2023-06-16 23:51:09.652319829,,2023-06-14 06:27:00,Implementation of new cloud service,Amazon Web Services
,EXP00000243,1151,Travel,Processed,2024-03-27 11:03:01.048500025,,2024-03-18 02:29:00,Travel hardware asset configuration,Portable Travel Laptop HP Elitebook
,EXP00000244,3805,Travel,Declined,,,2023-03-18 03:37:00,Travel related expense for new laptop purchase,Lenovo ThinkPad X1 Carbon
BQS-46071858,EXP00000245,483,Services,Submitted,,,2023-06-01 19:39:00,Server provision for new Service,Virtual Private Server 2
JTU-56908061,EXP00000246,909,Assets,Processed,2023-07-16 13:46:15.171057504,,2023-07-01 07:08:00,Automatically generated line for Dell OptiPlex Desktop,Dell OptiPlex 7080
,EXP00000247,3509,Miscellaneous,Declined,,,2024-03-22 01:42:00,Hardware asset registered under Miscellaneous category,Dell Inspiron 3593 laptop
,EXP00000248,1031,Miscellaneous,Declined,,,2023-04-12 06:54:00,Miscellaneous equipment item added to assets,Bluetooth Headset 202
XDH-36123133,EXP00000249,2023,Assets,Processed,2024-01-20 19:21:40.035400438,,2024-01-09 20:50:00,Automated entry for asset acquisition,Dell Latitude 14
FCV-28394838,EXP00000250,5696,Assets,Processed,2023-05-03 22:46:11.770491213,,2023-04-23 18:08:00,Allocation of new hardware asset,Dell OptiPlex 7070
OAR-19120323,EXP00000251,6604,Assets,Processed,2023-12-20 16:22:07.791014987,,2023-12-09 00:13:00,Automatically generated configuration line for creation of asset,Dell Latitude 7490
GJD-05415765,EXP00000252,1308,Services,Processed,2023-11-30 19:37:27.125966687,,2023-11-25 06:31:00,Generated hardware item for tech service,Cisco Router 2600
HLR-14022035,EXP00000253,4814,Assets,Declined,,,2023-05-07 05:06:00,Company acquired new asset,HP EliteBook 840 G6
SYB-32771221,EXP00000254,1478,Assets,Declined,,,2024-02-13 13:48:00,Automatically issued hardware asset for employee,Dell Latitude 7410
HTA-16742754,EXP00000255,4215,Assets,Processed,2023-04-07 16:28:30.269589118,,2023-04-03 08:09:00,Provision of new IT Asset,Dell Latitude 5420
GCD-58282842,EXP00000256,4610,Assets,Declined,,,2024-04-01 10:16:00,Automatically generated hardware asset entry,Dell Latitude 7450
,EXP00000257,7197,Travel,Submitted,,,2023-05-07 09:22:00,Automatically generated expense line for creation of travel equipment,Samsonite Omni PC Hardside Spinner 28
TRT-15321460,EXP00000258,685,Assets,Processed,2023-05-06 11:42:00.000000000,,2023-05-05 11:42:00,Automatically generated asset for IT department,Cisco Catalyst 9000 Series Switches
,EXP00000259,3955,Miscellaneous,Processed,2023-09-18 02:36:16.353815547,,2023-09-10 12:45:00,Automated entry for new hardware asset,Miscellaneous Asset 657
UWN-52406197,EXP00000260,3319,Assets,Declined,,,2023-10-18 04:40:00,Automatically generated line for addition of new hardware asset,Dell Inspiron 15
XTS-20372935,EXP00000261,1505,Services,Processed,2023-11-09 10:38:00.000000000,,2023-11-08 10:38:00,Automatically generated service asset,Web Hosting Service
VOE-69368400,EXP00000262,1761,Services,Processed,2023-12-08 21:02:49.030556598,,2023-11-30 16:27:00,Automatically generated service line for asset creation,Cloud Computing Service
KIN-36341114,EXP00000263,6185,Assets,Processed,2023-05-06 04:41:05.728908297,,2023-04-21 10:43:00,Inventory update for new asset arrival,Dell Inspiron 15 3000 Series Laptop
,EXP00000264,1897,Travel,Processed,2024-01-17 14:49:00.000000000,,2024-01-16 14:49:00,Travel related hardware configuration asset,Travel Kit - Laptop and Accessories
,EXP00000265,3220,Miscellaneous,Declined,,,2023-12-16 06:12:00,Automatically generated expense line for creation of miscellaneous assets,Office Projector Model X150
SVS-85712629,EXP00000266,6813,Assets,Declined,,,2023-03-12 04:03:00,Manually tracked desktop workstation,Dell OptiPlex 3080
SOB-77996269,EXP00000267,1966,Assets,Submitted,,,2023-09-05 06:51:00,Procurement of new corporate assets,Dell Latitude 7420
,EXP00000268,4548,Travel,Submitted,,,2024-01-17 10:29:00,Travel asset information,Travel Management System
VWM-05050610,EXP00000269,2379,Assets,Processed,2023-03-25 19:11:00.000000000,,2023-03-24 19:11:00,Automated data entry for addition of new asset,Dell Latitude 7400
,EXP00000270,1072,Miscellaneous,Processed,2024-01-06 22:17:45.728447192,,2023-12-27 01:57:00,Asset for Miscellaneous category,Dell Inspiron 15
NNM-02721497,EXP00000271,6016,Assets,Processed,2023-05-17 00:08:16.369480735,,2023-05-12 18:33:00,Acquisition of new IT asset,Dell Precision 5540
ADI-69120213,EXP00000272,1591,Assets,Processed,2023-11-26 04:11:00.000000000,,2023-11-25 04:11:00,Allocation of new asset to IT department,Dell Latitude 7410
PEQ-54267263,EXP00000273,6101,Assets,Processed,2023-11-25 22:12:44.926782163,,2023-11-14 20:19:00,Acquisition of new Hardware Asset,Dell Latitude 7490
,EXP00000274,988,Travel,Pending,,,2023-10-24 16:36:00,Automatically generated expense line for creation of travel-related asset,Company Issued Travel Pass
,EXP00000275,441,Miscellaneous,Declined,,,2023-10-06 11:58:00,Automatically generated asset line for Miscellaneous item,Miscellaneous Xbox One Gaming Console
ZUX-02929027,EXP00000276,1938,Services,Pending,,,2023-10-21 16:41:00,Automatically generated services asset line,Cloud Infrastructure Service
WOG-97328379,EXP00000277,4803,Assets,Processed,2024-01-23 15:19:07.861611310,,2024-01-03 12:38:00,ServiceNow Hardware Asset Record,Server HP ProLiant DL380 G10
VOY-17878881,EXP00000278,4855,Assets,Processed,2023-11-02 03:25:00.000000000,,2023-11-01 03:25:00,Automated Asset Registration for new equipment,Lenovo Thinkpad X1
CUX-78054020,EXP00000279,2424,Assets,Processed,2024-02-11 18:46:25.845383650,,2024-02-05 18:40:00,Dell Latitude 5400 laptop procurement,Dell Latitude 5400
IMA-38428785,EXP00000280,1940,Assets,Processed,2023-07-14 21:37:06.718976982,,2023-07-01 05:10:00,HP EliteBook Laptop added to assets,HP EliteBook 840 G7
GMG-83268063,EXP00000281,1995,Services,Processed,2023-11-13 20:17:58.080015108,,2023-10-26 10:27:00,Service related hardware asset,Cisco Service Router
ENR-23937597,EXP00000282,7562,Assets,Pending,,,2024-02-21 23:40:00,Automated registration of new asset,Dell Latitude 7420
,EXP00000283,864,Travel,Processed,2024-04-25 10:10:09.104428741,,2024-04-24 02:08:00,Travel category - Automatically generated expense line for creation of asset,Travel agency software asset-123
,EXP00000284,3168,Travel,Submitted,,,2023-12-15 18:44:00,Travel related hardware configuration,Dell Latitude 14
KJX-29710626,EXP00000285,1594,Assets,Declined,,,2023-07-23 04:26:00,Asset Item Dell Laptop i7,Dell Laptop i7 - 204089HQ
,EXP00000286,2953,Travel,Processed,2023-03-29 23:54:45.850879316,,2023-03-21 23:45:00,Expense generated for travel-related asset,Travel Luggage Trolley
,EXP00000287,6269,Travel,Submitted,,,2024-04-24 18:41:00,Expense for new company travel laptop,Dell Latitude 7420
TXT-43741128,EXP00000288,6148,Assets,Declined,,,2023-04-23 12:29:00,Automated asset entry for acquired hardware,Dell Latitude 5501
IIS-16362554,EXP00000289,1299,Assets,Declined,,,2023-08-04 05:41:00,Entry for newly purchased Dell desktop,Dell Optiplex 3090MT
SVL-50373294,EXP00000290,3082,Assets,Declined,,,2023-02-04 21:15:00,Asset registration for new office hardware,Dell Optiplex 3080 Desktop
XTN-06140740,EXP00000291,1298,Assets,Declined,,,2023-08-12 07:06:00,Automated processing of new asset,Dell Latitude E7470
,EXP00000292,4968,Travel,Declined,,,2023-12-18 16:05:00,Travel related asset registered,Corporate Travel Booking System
,EXP00000293,6915,Travel,Declined,,,2023-09-27 06:58:00,Travel-related hardware asset,GlobalSat BU-353 GPS Receiver
GWX-27543804,EXP00000294,1154,Services,Declined,,,2024-04-06 21:55:00,Automated configuration of Services asset,Microsoft Office 365 Suite
EJN-69133545,EXP00000295,2689,Assets,Processed,2023-05-25 09:51:27.730501496,,2023-05-19 18:43:00,Automatically generated request for addition of new asset,Dell Optiplex 3080 Micro PC
,EXP00000296,4740,Miscellaneous,Processed,2023-06-19 06:20:00.000000000,,2023-06-18 06:20:00,Automatically generated expense line for creation of miscellaneous asset,Conference Room Projector
JRT-95538648,EXP00000297,4250,Assets,Processed,2023-03-20 07:00:17.314028062,,2023-03-10 00:31:00,Updating asset information for department servers,Dell PowerEdge R740
KEA-86601099,EXP00000298,3350,Assets,Processed,2023-02-19 15:42:33.940608374,,2023-02-16 22:43:00,Asset Entry for CI Device,Dell Latitude E5500
,EXP00000299,4683,Travel,Declined,,,2023-02-06 14:32:00,Travel related hardware acquired,Travel Laptop Lenovo X1
FFD-37052432,EXP00000300,6279,Assets,Processed,2023-03-08 20:55:00.000000000,,2023-03-07 20:55:00,Asset created for tracking company laptops,Dell Latitude 3410
LJY-19815199,EXP00000301,1487,Services,Processed,2023-07-31 00:58:35.985936265,,2023-07-26 01:30:00,Service-based software hardware addition,On-Premise Cloud Service
SFY-00538987,EXP00000302,787,Services,Processed,2023-08-02 12:18:56.678968246,,2023-08-01 04:27:00,Automatically generated service line for configuration of asset,Cloud Computing Service
WXY-93249667,EXP00000303,3967,Assets,Processed,2024-04-05 08:40:00.000000000,,2024-04-04 08:40:00,Asset Entry - Lenovo ThinkPad,Lenovo ThinkPad L480
UWQ-63504958,EXP00000304,512,Assets,Processed,2023-03-12 07:43:04.239639917,,2023-03-10 23:32:00,Automated creation of new hardware asset,Dell Latitude 7400
PLS-46985955,EXP00000305,163,Services,Declined,,,2023-12-03 00:57:00,Services related hardware asset,Web Server WS-123
,EXP00000306,4516,Miscellaneous,Declined,,,2023-07-04 19:52:00,Allocated for new joiner in design department,Dell Inspiron 5502
WBE-38112195,EXP00000307,772,Services,Declined,,,2023-03-04 22:04:00,Service asset registered into system,Cloud Storage Service
,EXP00000308,5628,Travel,Declined,,,2023-11-24 15:00:00,Travel laptop assigned for business trips,Dell Latitude 7410 Travel Edition
,EXP00000309,4057,Miscellaneous,Declined,,,2023-09-15 08:11:00,Miscellaneous hardware asset generated,Dell Optiplex 3070
KFI-06109073,EXP00000310,330,Services,Declined,,,2023-12-01 16:40:00,Service asset allocation to the AWS Cloud,Amazon Web Services
,EXP00000311,1786,Travel,Processed,2024-03-08 22:58:00.000000000,,2024-03-07 22:58:00,Travel department requested new asset registration,Travel Expense Management System
,EXP00000312,924,Miscellaneous,Processed,2023-03-16 13:48:34.823565023,,2023-03-08 21:29:00,Miscellaneous hardware asset registered,Dell OptiPlex 3070
LET-37088675,EXP00000313,475,Services,Processed,2023-12-16 04:43:36.996365422,,2023-12-12 23:49:00,Establishment of service-related asset,Cloud based service asset
KWH-07182867,EXP00000314,631,Services,Processed,2023-04-02 09:33:03.663534323,,2023-03-29 00:04:00,Service related hardware asset registration,AWS Cloud Services
LJW-95055914,EXP00000315,261,Services,Declined,,,2023-07-01 03:09:00,Purchase of new cloud service subscription,Microsoft Azure Subscription
,EXP00000316,6052,Travel,Pending,,,2024-04-01 14:29:00,Automatically generated expense line for purchase of travel assets,Travel Kit Pro
DFX-98812347,EXP00000317,5854,Assets,Processed,2023-10-11 20:13:00.000000000,,2023-10-10 20:13:00,Lenovo ThinkPad Asset Acquisition,Lenovo ThinkPad E14
,EXP00000318,504,Miscellaneous,Submitted,,,2024-04-21 11:41:00,Miscellaneous hardware asset creation,HP Pavilion Desktop
ELJ-73967483,EXP00000319,1701,Assets,Processed,2023-11-26 11:09:07.496723032,,2023-11-17 10:59:00,Instantiated hardware asset,Desktop Dell Optiplex 3070
,EXP00000320,2678,Travel,Declined,,,2024-02-24 21:05:00,Travel department laptop asset,Dell Latitude 5420 Travel Edition
HWV-53097642,EXP00000321,6111,Assets,Processed,2023-10-23 20:55:00.000000000,,2023-10-22 20:55:00,Procurement of new hardware asset,Lenovo ThinkPad L480
OLP-11636683,EXP00000322,1899,Services,Processed,2023-11-16 03:20:43.714817830,,2023-11-06 23:39:00,Provision of Email Server Service,Exchange Server 2019
NIL-42765940,EXP00000323,2473,Assets,Processed,2023-09-13 23:47:51.248997640,,2023-09-12 01:32:00,Asset tagging for new hardware,Cisco Router Model-8540
JBV-15463746,EXP00000324,837,Assets,Processed,2023-05-16 12:19:24.749214428,,2023-05-08 08:43:00,Automatically acquired asset: iPhone 12,Device73829-Asset
RTL-46292878,EXP00000325,7972,Assets,Pending,,,2023-09-11 02:16:00,Allocation of new company asset,Dell OptiPlex 7080 Desktop
,EXP00000326,6423,Travel,Processed,2024-04-21 07:02:06.152539775,,2024-04-15 03:43:00,Travel expense generated for asset creation,Travel Kit Asset ID
BNF-02353015,EXP00000327,7989,Assets,Submitted,,,2024-02-02 10:05:00,Procurement of networking asset,Cisco Router 260
DXA-67734809,EXP00000328,1895,Assets,Processed,2023-03-18 08:39:59.108006084,,2023-03-13 19:40:00,Dell Laptop asset registration,Dell Inspiron 5502
TPP-65794771,EXP00000329,3122,Assets,Processed,2023-10-24 06:40:33.334739337,,2023-10-08 12:53:00,Automatically generated record for new hardware asset addition,Dell XPS 13 9310
KPQ-92709350,EXP00000330,967,Services,Processed,2023-06-25 17:35:43.820856360,,2023-06-14 20:29:00,Installation and setup service for new hardware asset,Network Router Model XR500
,EXP00000331,1179,Travel,Processed,2023-07-25 19:34:11.782750788,,2023-07-09 07:16:00,Travel related asset allocation,Vehicle Garmin GPS System
QSD-12493224,EXP00000332,7857,Assets,Processed,2023-02-23 21:28:30.223528512,,2023-02-11 03:29:00,Automated item entry for new asset,Dell PowerEdge T40 Server
NPV-62000610,EXP00000333,1459,Assets,Processed,2024-02-26 15:24:00.000000000,,2024-02-25 15:24:00,Asset registration for new server,Dell PowerEdge R740
MMW-39073734,EXP00000334,1106,Assets,Processed,2023-08-05 15:36:29.674741808,,2023-07-30 05:20:00,Automated entry for newly acquired hardware asset,Dell OptiPlex 7050 Desktop PC
PMC-58452011,EXP00000335,518,Services,Processed,2023-05-24 10:20:00.000000000,,2023-05-23 10:20:00,Automatically generated service asset line,Cloud Service Provider
AEZ-85708084,EXP00000336,7890,Assets,Processed,2023-02-28 00:32:00.000000000,,2023-02-27 00:32:00,Automatic inventory record - Asset acquisition,HP EliteBook 840 G5
NLB-17785579,EXP00000337,3601,Assets,Processed,2023-05-19 14:31:53.564127326,,2023-05-18 10:29:00,Automated data for Dell Optiplex 3070,Dell Optiplex 3070
SRL-76181679,EXP00000338,6641,Assets,Pending,,,2023-08-16 21:30:00,Automatically generated system log for new Asset creation,Dell Latitude 5400
WLY-65873346,EXP00000339,6164,Assets,Submitted,,,2023-07-21 02:30:00,Provisioning new hardware asset,Lenovo ThinkPad X1
,EXP00000340,4275,Travel,Submitted,,,2023-12-12 09:57:00,Travel hardware equipment expense log,Dell Latitude 5520
SLK-93334405,EXP00000341,5878,Assets,Processed,2023-07-28 19:08:40.080951721,,2023-07-13 15:19:00,Asset creation for office laptop,Dell Latitude 5501
ZSL-95580888,EXP00000342,504,Services,Processed,2023-06-16 07:37:38.692501796,,2023-06-11 13:45:00,Provision of new cloud service,Microsoft Azure
WNQ-62899120,EXP00000343,2170,Assets,Processed,2023-04-10 08:52:00.000000000,,2023-04-09 08:52:00,Automatically generated asset for company hardware,HP EliteBook 840 G5
,EXP00000344,757,Miscellaneous,Processed,2024-02-21 11:49:00.000000000,,2024-02-20 11:49:00,Creation of Miscellaneous Asset,Office Furniture (Desk)
YRB-40587697,EXP00000345,7961,Assets,Processed,2024-02-03 07:42:00.000000000,,2024-02-02 07:42:00,Procurement of new hardware asset,Dell Precision 7550 Workstation
KIU-58146298,EXP00000346,6469,Assets,Processed,2023-04-27 08:16:39.975330558,,2023-04-21 07:19:00,Dell Optiplex 3080 acquired for IT department,Dell Optiplex 3080 - 7TJF6K2
ICP-72365651,EXP00000347,6598,Assets,Processed,2023-05-31 03:46:12.586143049,,2023-05-15 09:31:00,Asset Registration for New Server,Dell PowerEdge R740 Server
ADN-38907222,EXP00000348,3410,Assets,Processed,2023-08-11 16:41:57.936405850,,2023-07-31 18:21:00,Asset registration for new office equipment,Dell OptiPlex 3080 Desktop
,EXP00000349,1660,Miscellaneous,Pending,,,2023-12-25 01:40:00,Automatically generated hardware line for creation of miscellaneous asset,Conference Room Projector
,EXP00000350,896,Miscellaneous,Submitted,,,2023-02-23 15:51:00,Miscellaneous category hardware asset,Desktop PC Dell OptiPlex
GQO-29708332,EXP00000351,5563,Assets,Processed,2023-12-31 09:30:58.725171871,,2023-12-17 04:25:00,Asset Registration for New Data Center Server,Dell PowerEdge R740
GQC-44784824,EXP00000352,557,Assets,Processed,2024-01-20 06:10:00.000000000,,2024-01-19 06:10:00,Asset purchase - Dell Latitude 7410 Laptop,Dell Latitude 7410 Laptop
UNU-37586402,EXP00000353,3487,Assets,Submitted,,,2023-10-07 11:42:00,Newly procured IT asset for development team,Dell Latitude 7420
,EXP00000354,7063,Travel,Submitted,,,2023-12-31 21:09:00,Travel expense for asset allocation,Travel Service Configuration 001
CII-76121588,EXP00000355,585,Services,Processed,2024-04-15 08:32:49.538106273,,2024-04-06 07:48:00,Service related hardware asset,Service Cloud Server Model 2020
,EXP00000356,5389,Travel,Pending,,,2023-12-06 14:01:00,Network router for travel agents,Cisco Router TravelPack
NMH-98077128,EXP00000357,331,Services,Processed,2023-07-11 00:28:26.300587168,,2023-07-01 01:20:00,Implementation of new cloud service,AWS Cloud Service
FGX-31366610,EXP00000358,5158,Assets,Processed,2023-09-25 19:54:01.725266306,,2023-09-17 06:50:00,New asset registered in the database,Dell OptiPlex 7040
,EXP00000359,2334,Miscellaneous,Processed,2023-09-20 19:47:50.718601191,,2023-09-12 00:50:00,Additional hardware asset registered,Miscellaneous Hardware Item
,EXP00000360,3433,Miscellaneous,Submitted,,,2023-07-11 06:12:00,Miscellaneous hardware asset,Air Purifier Model AP-334
,EXP00000361,1161,Travel,Submitted,,,2023-02-13 05:09:00,Automatically generated expense line for creation of travel asset,Travel Equipment 10
,EXP00000362,5525,Travel,Processed,2023-11-09 11:01:00.000000000,,2023-11-08 11:01:00,Travel expense for service upgrade,TravelService_2034
,EXP00000363,7212,Travel,Processed,2024-02-23 18:18:08.249634452,,2024-02-11 07:27:00,Travel-related hardware asset,Portable GPS Device
WTZ-35624265,EXP00000364,6857,Assets,Declined,,,2024-04-06 22:38:00,Dell Optiplex 3060 workstation added to assets,Dell Optiplex 3060
,EXP00000365,2203,Travel,Processed,2023-08-26 12:51:00.000000000,,2023-08-25 12:51:00,Travel-related hardware asset,Portable GPS Device
,EXP00000366,4923,Miscellaneous,Declined,,,2024-02-17 04:25:00,Miscellaneous hardware asset acquisition,Samsung Smart TV 42 Inch
FKI-69591136,EXP00000367,722,Assets,Pending,,,2023-07-04 20:59:00,Hardware asset Dell Latitude added to Assets,Dell Latitude 5420
,EXP00000368,721,Miscellaneous,Processed,2023-09-26 05:23:25.277841352,,2023-08-31 23:36:00,Item added to Miscellaneous inventory,Dell Inspiron 15
REP-69160216,EXP00000369,6579,Assets,Processed,2023-03-23 02:05:01.976697519,,2023-03-05 03:45:00,Hardware asset procurement for IT department,Dell Latitude E7470
,EXP00000370,6377,Travel,Processed,2023-11-04 07:08:14.918783088,,2023-10-23 19:25:00,Automated generation of travel asset,Premium Travel Backpack
WKG-07666577,EXP00000371,7160,Assets,Pending,,,2023-03-10 06:49:00,Automatically generated line for asset creation - Laptop,Lenovo ThinkPad E14
